text,label
现在全国工人已基本上组织起来，第六次全国劳动大会时工会会员和其他有组织的工人一共才二百八十三万，现在只工会会员已有一千零二十万，增加到四倍左右。,3
光绪开埠，四夷竞入，梦几回沙软潮平、东方山色；中华才俊，八方驱策，争一片花繁叶茂、北地林壑。,3
1960年日本队首次来访，在30局中我方胜2、和1、负27，胜率才8.3%。,3
才只四个月的时间，安徽、河南两省在这方面的战绩，都是和祖国几千年历史完成的灌溉面积的总和相比拟；就全国来说，“四个月的成就等于四千年的一半”。,3
接着他就讲起，在医院里看护他的那个女护士叫小莲，才十五岁，他刚到医院的时候，因为伤口疼，吃不下饭去，把那小姑娘急得说：“你不吃饭，我也不吃啦！,3
近几年，全国新出生的婴儿每年1500万左右，而高等学校招收的本、专科学生每年才60万至70万，大体相当于每年出生人口的零头。,3
我慌了，赶紧往回跑，才一转身，脚下一沉就落进了冰窟窿里。,3
用太阳能发电有希望，使用1度电的价格为30欧尔（约合人民币1角6分），但是核电1度才20欧尔（人民币1角1分）。,3
反之，如泰恒纺织厂，工人最高工资才九斗米，最低的只有三斗多，学徒们一个月赚的还不够消费。,3
中国女子乒乓球队就是由于学了毛主席著作，振奋了敢于斗争敢于胜利的革命精神，才在第二十八届世界乒乓球锦标赛中“翻了身”。,3
才回来一星期，就有了眉目？,3
1981年夏我赴美国奥尼尔中心，途经纽约小住，才和唯一继承父业的周老的儿子少麟相识。,3
其中一位被一位牧羊人救了上来，她叫陶秀英，那年才十六岁。,3
冯广智本人多年来没有一套棉衣，尤其是冬天上夜班，冻的受不了，后来还是工会救济了他二十元，才买了一套棉衣。,3
她叫肖明芳，是湖北省公安县人，才17岁。,3
经营果树是个比较复杂的技术活，社员阎进保在果树分散经营时因技术太差，一九五二年他的果树才下了五十斤果子。,3
26年前父亲去世时，他才5岁多。,3
第一批返回大本营的是登山运动员穆炳锁和藏族运动员拉巴才仁二人，他们在7日登上顶峰后，以五个多小时就赶回大本营报告喜讯。,3
然而不幸中的大幸是，这部《围城》足以窥见作者大才之一斑却得以在作者早年完成。,3
今年订了合同，才三月底，按照合同规定，化肥就给了一半。,3
我们管理农村商业才几个月的时间，今后还需要不断改进工作，总结经验。,3
我们的社会主义社会，由于它能够依据对客观规律的认识，造成“有计划地生产和有计划地分配的有意识的社会生产组织”，人们开始做了社会关系的主人翁，也才“第一次成为自然界的真正的和自觉的主人翁”（恩格斯）。,3
据国家有关部门统计，二十多年来，全国才出现七头，生产奶突破十万公斤的奶牛。,3
正是为了这个缘故，他们才嗾使一个年轻的暴徒杀害了浅沼先生。,3
到4月底，各乡社的出勤率平均才到80%左右，水利、积肥、农具改革和大春作物的栽插进度也很迟缓。,3
康厝乡东山村缪其生一家八口，原来年人均收入才三百多元，搬到公路边后，同样种五亩地，粮食产量却提高了百分之五十。,3
李俊清今年才三十岁，干活是一把好手，可是要论起生产经验来，毕竟不是最在行的。,3
新到的报纸常常积压很久，管理人员才一起把它拿出来。,3
改革开放才十几个年头，我国虽然变化进步卓著，但是离我们奋斗的目标还差得很远，行程百里半九十，依然需要时代“纤夫们”的那种拚搏精神，需要“两不怕”，需要艰苦奋斗。,3
解放以来，特别是人民公社成立后，南韩继人同干旱的斗争才取得一个又一个的胜利。,3
直到我所在的高等学校发见胡风集团分子贾植芳的时候，我才大吃一惊。,3
去年，上海市国有资产评估共立项717项，确认344项，按136家机构分摊，每个机构才几项？,3
退田还湖　禽飞鱼肥　霍丘城西湖生机重现退田还湖　禽飞鱼肥霍丘城西湖生机重现本报合肥4月15日电　退垦还湖才一年多的安徽省霍丘县城西湖，如今已是烟波浩淼、鱼蟹竞游、飞鸟成群了。,3
自从遇到斗斗，我才从第一次婚姻的阴影中走出来。,3
1953年10月，罗迭开应邀来到朝鲜，金日成同志握着他的手，端详着，好一会才一字一句地说道：“你儿子发扬中华儿女的光荣传统，用自己的实际行动显示了志愿军崇高的英雄主义和国际主义精神。,3
进这个家门时才八岁的陈梅如今已长成为一个大姑娘。,3
现代预测学又称未来学，是本世纪四十年代开始在世界上创建的，引入我国才十来年。,3
纳米管非常细，5万个纳米管排列起来才只有一根头发丝那么粗。,3
爸爸沉默了好久，才吐出一句话：“我们的村庄没有了，我们的家也没有了。,3
，我思想上斗争也很激烈，有时考虑：我才二十二岁，正是长知识长身体的时候，还是晚几年结婚好；但有时与同岁的一比，觉得家里说的也好象有理。,3
他出生在白俄罗斯明斯克市，14岁进入莫斯科少年体操训练营开始正规训练，15岁进入前苏联国家队，第一次夺得全国冠军时才18岁。,3
分窝时，蜂箱内“嗡嗡”之声比平时大，并有部分蜂围绕着蜂箱飞舞，等蜂王出来以后，才一齐飞走。,3
无锡去年一年用地10多万亩，可是今年国家所批的建设用地指标一共才2．5万亩。,3
他们说：“丢下笔杆子才几天，竟然也闹丰产了！,3
他说：“才四点钟起来干什么？,3
他们多是20来岁的青年人，最小的才16岁出头。,3
刘文平说：“上级是为咱，不会要咱布，因去冬搞翻身没纺织，集上一尺布就二百多元，一斤花才三百元，要不好好纺织，今春就换不了季，咱的穷根也拔不了。,3
马家和是武昌县的少年特等劳动模范，今年才十四岁。,3
只是抬头纹多了些，这不是岁月的沉积——他才40出头呵，这是辛劳的刻痕。,3
黄跃民与葛春华恋爱7年之久才于1990年结婚。,3
也正因为如此，他们才一起来到了潘家峪。,3
河南伊川县吕店公社西河大队的温遂群，家有5口人，子女三个，大的才14岁，本人身体虚弱，爱人患有严重胃病。,3
顺着叶乔波手指的方向，穿过咖啡厅透明的玻璃，看到室内宽大的滑雪场内，才上午九点多，已经有不少孩子在玩滑雪了，他们脚蹬滑雪板，身穿防寒服，追逐着，嬉戏着，不时有欢声笑语传来。,3
技改前，生产一吨玉米淀粉成本达2100元，技改后生产一吨小麦淀粉成本才300元。,3
是啊，他才19岁，处在多梦时节。,3
敌人四个半旅，我们只有四个半连，真正能投入战斗的才二百多人……”万团长在窑洞门口向周副主席招手，把他叫出门外，悄悄地说：“各大队都在等着出发的命令。,3
大本营的海拔高度虽说才5154米，但除运动员之外，我们大多数人都冻得受不了。,3
第三件事，我刚从那位老工人家里搬进新房，才住上几个月，遇上火灾，一下子把东西烧得精光，人也没地方住了。,3
着地后，飞机又横冲直撞地在草地上滑行了一百二十多米，才在一块前面离一道防洪大堤只有两米、后面离一条深沟仅有一米的草地上停了下来。,3
而所有发展中国家（中国除外）一九七○年全年国民生产总值，才不过三千五百四十亿美元。,3
1984年3月1日党中央、国务院委托外交部，将恢复鸣放礼炮这一光荣而艰巨的任务交给武警总部之后，几经酝酿，才使这一任务正式落在他们肩上的情景。,3
一个风雪交加的清晨，陶依嘉抱着出生才几个月的孩子，准备到单位参加为民服务日活动。,3
中央政治局听取灾情汇报，他们一次也不去，一个也不到，反而丧心病狂地叫嚷：“整个唐山才一百万人口，全国有八亿人口，抹掉个唐山算得了什么！,3
原来，这位姑娘花480元钱在店里买了一套时装裙，后来发现同样的时装裙在长沙服装城才卖280元。,3
绿树林停车场一位司机，名叫欧肖，今年四十岁，家中一个老婆，三个孩子，最大的十五岁，最小的才十岁。,3
小学一毕业，就回乡抡锄把，从最基层干起，任公社书记那年，他才25岁。,3
我虽然不是干车工的，但是看到人家铁活有那么多刀具，而我们木工才一两种，太少、太落后。,3
我们起初颇不以为然，等到了深处，才发现一步一重天，步步都让人叹为观止。,3
十九岁的姑娘于芳，文化大革命刚开始那年，她才十一岁。,3
5月26日，任职才七个月的福拉尼政府被迫宣布集体辞职。,3
陈明石在溪头下村生活了一辈子，金门炮战开始时他才刚刚15岁，和村民们一起躲在山上的石洞里，却仍然受到炮弹的攻击。,3
但后来他算了一笔账，一只山羊才卖八十元，而一只小尾寒羊可卖四百至五百元。,3
技术革命开始了，这个才上过三、四年小学，跟电机队学了几个月电梯技术的青年电工马象梧心里想：领导上不是说不要迷信专家，迷信技术，只要有志气，有干劲，就一定能修好。,3
她说：“是的，按生理年龄，我已在向80奔了；可是按心理年龄，我觉得我才50出头。,3
小伙子才刚满二十岁，祖辈都是香港人，谈起香港回归，他总是眉飞色舞，兴高采烈，恨不得这一天马上就到来。,3
最近，爱沙尼亚共和国商业部副部长在《爱沙尼亚共产党人》杂志上发表的文章供认，只有共和国直属的城市才供应一点新鲜的和盐腌的白菜，其他地方根本买不到。,3
连第一突击小组在内，前后才十五分钟时间，王儒刚站住，敌军一个排长指挥着四五十个匪军，就向他反扑过来，对准他射击，并有两三个人已冲近来了。,3
旁边乾大脑和别两个社首赶紧劝说、圆转，过了半天，聚宝才一挥手，挺不耐烦地说：“@他妈的！,3
面对记者的提问，吴贯一轻松一笑：“就业不是问题，新桥目前的就业岗位是两万七，我们的居民总数才两万三；社会保障问题我们也解决得很好。,3
又谁知他死后才四年，他的那个家天下就出了大乱子：儿子和孙子厮杀，南京成了战场，终于迁都北京了事。,3
画册里收入了陈云同志1925年时的两张珍贵的黑白照片，其一是这年9月，他同上海商务印书馆发行所职工会执行委员们的合影，他那时才20岁，是这个职工会的委员长。,3
一九五○年，墨西哥全国小麦播种面积为六十五万公顷，每公顷平均产量八百公斤，按中国亩计算，每亩产量才一百多斤。,3
他从素来盛产优质地瓜的山东平阴进货，每斤才五六毛钱。,3
此时的邬世碧，已有了4个孩子，大的10岁，小的才刚刚37天。,3
回来后已快上自习了，于是端出脸盆来洗洗脸，拿出脸盆，才发现三天没洗的衣服还搁在脸盆里！,3
老方没有接受他们的请求，并指出：医院16户职工，每户人均住房面积才4.8平方米，最少的一户人均仅2.8平方米。,3
德国职业球员1080人，在5000多名球员当中才产生1名职业球员。,3
龙治普依然记得1999年初，第一次到张玉兰家调研时的情形，“住的是土坯房子，后院拴了一头猪，除了粮食，一年经济收入就靠一头猪，才几十块钱。,3
跑了二十多里路，找了四个商店，才买到一套理发工具。,3
每年冬季，南极洲上平均每两万平方公里才住一个人。,3
刘本仁总经理意味深长地给轧辊公司领导算了一笔账：武钢工人年平均工资乘上轧辊700来号人，才1000万元。,3
这才一正经做起活，还能不累，手打泡倒没啥，一回到家，这胳膊和腿，就不是自己的啦，躺在床上累得半夜睡不着。,3
接受再教育才一年半，怎么就“定型”了呢？,3
它整天价那么小心翼翼的，才咬住三只。,3
从铁托总统一月三日入院到他两次手术后基本恢复健康，一共才二十几天。,3
是时，保寿才26岁，也就不动声色，与岩崎死拼下去。,3
在路上，他算了一下细账：去赤水那次买粮，粮行价钱小麦每斗六万三，这次一斗才三万五千元。,3
当时，父亲才十几岁。,3
不过，这期间它食欲大减，往往几天才吃一顿饭。,3
东北电业局蓄电池厂青年工人卢耀庭在献金大会上说：“天下工人是一家，应该帮助，莫说才一天的义务工，就是五天也不多。,3
总理和市长一坐下，就向他们问长问短，还抱起才四个月的小毛头，让随行的同志拍了照。,3
访问济州岛的朝中代表在八月七、八、九日三天发出的电报，美方到十日才一起交给我方。,3
中国股市发展了10多年，才只有2万亿元的流通市值，现在要将市值扩大到5万亿元，由此需要的巨资将从何而来？,3
这些家庭的“演员”，最大的已经83岁，最小的才4岁，他们中有工人、农民、科技人员、教师、机关干部、解放军、工厂厂长、离退休干部和大、中、小学学生。,3
那年他才19岁，火红青春正在被病魔吞噬，他双目蓄满哀痛和绝望。,3
直到九月二十八日省商业厅检查工作的同志提出意见，他们才在二十九日执行。,3
守备队长贾士杰，今年才二十五岁，却已在西沙八个年头。,3
那时候，库斯坦奈州的耕地面积才四十公顷；今年，这个州的播种面积已经达到四百七十万公顷。,3
你胡兰姐姐十三岁那年参加革命，我当时也认为她小，十四岁她当了妇救会干事，干得满不错，直到牺牲时才十五岁，比你还小呀！,3
带队的女教师叫周丽蕴，今年才19岁。,3
马德先当时才二十三岁。,3
中国人民为了消灭帝国主义、封建主义和官僚资本主义在中国的统治，花了一百多年时间，死了大概几千万人之多，才取得一九四九年的胜利。,3
李通全给看狗人70元钱，才在6月17日深夜从厂里悄悄接出东方井村被骗的8名徒工。,3
他们有两个孩子，一男一女，都才十几岁。,3
而且，这种纤维中最细的型号1千米才23克。,3
他们都显得很年青，最大才十八岁的样子。,3
直到中午，悼念的人们才从八宝山陆陆续续离去。,3
我们的地球，从诞生到现在已经有46亿年的历史，而人类的出现不过一百多万年，人类进入文明社会就更晚了，才几千年。,3
喝声才一群一群回到猪圈。,3
例如，一九五一年毕业的学生张子林，今年才十七岁，现在是家庭的生产主角。,3
（骆英为河北省石家庄市气象局退休干部）　　王瑞蓉：　　跟党走，就有美好未来　　1949年，我才15岁。,3
它每隔100年才举行一次。,3
声明说，在修正主义阴谋家炮制的布拉迪斯拉发声明——它宣称要尊重平等和不干涉别国内政原则——签字后才几天，整个捷克斯洛伐克就被占领了。,3
正因为周启才一贯到处传授养鱼经，1980年，他光荣地入了党，以后，又被评为优秀党员、省劳动模范、全国农林科技推广先进工作者。,3
孔夫子说这话时才63岁，而袁隆平此时的年龄已经远远超过了孔夫子当年的年龄。,3
西流公社的包购任务一年是40来万斤，一年多的包购才够他一年养鸡用。,3
刘本刚同学13岁才上五年级，给我写信用的纸很粗糙，字却写得很工整。,3
十九岁的姑娘于芳，文化大革命刚开始那年，她才十一岁。,3
冠军奖金为40万元的应氏杯赛每4年才举办一次，是创办最早、奖金最高的世界职业围棋锦标赛。,3
这个纪录才保持三天，到12月23日，又被由二十岁的刘继龙、十九岁的刘德欣和十八岁的李昌伟组成的另一个跳伞队所打破。,3
在巡诊中，护士李芳第一次见到这群身世凄凉、活泼可爱的孩子，不禁勾起了内心深处的酸楚：自己才1岁时，父母就去世了，是吃百家饭长大的，从小就没有得到母爱。,3
这里每一百天才加一次铀。,3
当时，我的父亲中风偏瘫，卧床多年，我的孩子才4岁，爱人工作“三班倒”。,3
像十里河小学四年级学生王桂英，今年才13岁，家里就让她退学了。,3
他归附李自成才几个月就当了兵部从事，说明李自成一开始就器重他。,3
而实现理想，拥抱未来，都需要付出艰苦的努力，也许正是着眼于此，“现代奥林匹克之父”顾拜旦才在五环旗上写下“参与比获胜更重要”，“更高、更快、更强”的名言，诠释“过程重于结果”的道理。,3
中国银行驻加尔各答分行职员黄安其夫妇全家在12日被无故逮捕，他们五个小孩也不能幸免，其中甚至有出生才四个月嗷嗷待哺的婴孩也被关入狱中。,3
台湾省羽毛球代表队是一支年轻的队伍，最小的女选手吴宇红今年才十三岁，是参加决赛的一百一十七名运动员中最年轻的一个选手。,3
有一年，他因身体多病，加上工作忙碌，全年才作了五百个工分，比别人少五分之四。,3
访问最多的还有个妇女会主任周淑琴，她是个劳动英雄，才十九岁是个青年团员，她的劳动非常好，整天没有闲着的时候，地里活计家里活计干得都挺好，冬天还在地窖里纺线。,3
这种垫片的价格，每个才一分五厘钱。,3
笔者在台北期间，被邀请参加了由“志强路跑俱乐部”组织的一次公路越野赛，参加者有1000多人，男女老少皆有，年龄最大的80岁，最小的才10岁。,3
聂耳离开我们已经二十年，假如他活着，今年才只有四十四岁，他死得太早了。,3
建阳地区1984年收屠宰税一百零三万多元，真正用于畜牧业的才三十三万元；1985年收屠宰税一百万元，用于畜牧业的只有南平、崇安两县（市）共十二万元，其他八县（市）分文不给。,3
（开县）钢铁姑娘钢铁姑娘韩郁开县邓家乡跃进铁厂有个女看炉师，名叫何朝珍，今年才十九岁，个子不高，身体却结实得像小牛一样，和别人谈起话来，总爱比划着双手，不时发出一阵爽朗的笑声。,3
由于工作需要，中队的女兵入伍时大的十六七岁，小的才十四五岁。,3
牛瑞亮、贾轩的年龄分别是19岁和18岁，迈进大学才一个多月。,3
据不完全统计，80年代末，塔河流域的耕地仅有50万亩，现已达80万亩以上，而全河干流规划到2000年的耕地面积也才只有72.13万亩。,3
到1960年初，苏联全国集体农庄使用的电动机就达四十一万九千台，而1953年才只有九万九千台。,3
韬奋死时才五十岁，如果他还活着，现在不过七十岁，还可以继续为人民服务。,3
有一年他回去探亲休假，才住了三天，就接到团里电报，说有紧急任务，要他立即返回。,3
我计算了一下，去年我们村平均每亩耕地施用化肥量才合4公斤。,3
朱熹注的《四书五经》上、中、下三册，才22元。,3
况且，河曲县城有一些对外招生的电脑培训班，收费才100元，还包学会。,3
如开始有的经理听了特务的造谣，认为只要有钱就斗，斗争是平疙瘩割韭菜，讨论中根据本地实况，大家才一致认识到群众斗争那些讹诈人的恶霸、坏地主、汉奸等是合理的。,3
这些选手都是年轻学生，纪淑如才17岁。,3
入伍才四个月的宣正如，正在工棚里抡着大锤打铁。,3
法兰西大革命，一个资产阶级革命闹腾了七十年，我们的社会主义革命才几年？,3
但是，李贺还是不能考进士，只能担任协律郎那样的小官，郁郁不得志，死时才二十七岁。,3
可一个“呆”字把田桂芹心里说得那叫苦涩，“我才30多岁，身体又不坏，难道就这么真的在家里呆下去了吗？,3
河北省第二监狱一个被判处无期徒刑的反革命犯张进武，长时间他一直顾虑家中有个才几个月的小女孩，早已不在人世了。,3
今年上半年，全局运输部门直达列车的比重达到48%，创造了建局三十四年以来的最高纪录，比全铁路系统平均水平高出3%，为国家节省开支一千四百多万元，而本局的损失才五十多万元。,3
但铀沥青矿特别昂贵，居里夫妇只好购买铀沥青矿渣来提炼，他们花了四年时间，历尽千辛万苦，才从几吨废矿渣中分离出零点一克纯氯化镭，对放射性研究作出了杰出的贡献。,3
舅舅家的小孩才7岁，特别能撒谎，父母软硬兼施也改正不了他的这个毛病。,3
油锯手孙维兰今年才二十岁。,3
这样，在你周围才会有一群必胜的哀兵。,3
周南兴是无锡机床厂的四级检查工，今年才二十五岁，共青团员，是一个原来只有初中一年级文化程度的青年工人，但是他破除迷信，敢作敢为，三年多来集中了现场操作的技术经验，写成三本科学技术理论书。,3
新任党委书记来局才三个多月，在基层就跑了两个多月。,3
初次经历公共假期的我，因为没有提前储备食物，跑了很远的路，才在一家加油站的便利店里，买了一些面包、泡面之类的，勉强度过了3天假期。,3
收获《龙岩坡》作者何立伟1998年第一期李光辉随省委“农业学大寨”工作团下到湘西龙岩坡的时候才二十一岁。,3
解放后，办互助组和初级社时只搞起了运输、榨油、作豆腐、编织等十一种副业生产，总收入才一百一十四万元；高级社时，从1957年冬至公社化前，副业扩大到二十四种。,3
徐宜谦目前在县城开了一家汽车配件门市部，经营才3个月，已创销售收入11万多元，利润近3万元。,3
参与座谈会的英雄中，有一位是全朝鲜二十三位战斗英雄中的一个，叫洪民国，今年才十九岁，在最近一次战斗中，用高射炮击落了三架美国飞机。,3
比如，公司经理办公室统管基建、保卫、劳动人事、培训、文秘、公关、车队，这么一大摊子，总共才13个人。,3
当时开发区建立才一年多。,3
只有善于从别人的“事故”中找问题，查隐患，以别人之“堑”长自己之“智”，未“亡羊”，先“补牢”，才可能一路平安。,3
可经过一番对比，我却选中了价值才二十多元的上海版画册。,3
我看见了他鬓边的一束白发，也看见了那和他的快乐的眼睛完全不相称的皱纹、农庄主席才三十七、八岁，过去艰难的岁月，夺去了他的青年时代，却没有夺去他的钢一样的意志。,3
这座楼房竣工于一九八三年六月，至今才十年时间。,3
该组织成员福纳多的儿子在伊战中阵亡，他质问：“多少条美国人的性命才值一加仑石油？,3
钻在后面的那只老鼠，不知什么原因，才吃了一半，便再也不想吃了。,3
朋友说，我是上辈子烧过书店，才会一直做书。,3
他们刚刚学民乐时，小的才六七岁，大的也就十来岁，有的连一些民族乐器都没见过。,3
结婚时，老公的女儿才1岁，陈女士一直没有告诉她自己是她的后妈，女儿一直叫她“妈妈”。,3
可那时候《企鹅丛书》每册才卖六便士，精装特大本的也不出一个先令。,3
龙永图介绍，这些文件才100多页，但其附件有上千页，归纳了中国十几年来的谈判结果，需要进行大量的技术核对和法律认可等技术性工作。,3
刚刚有了小孩的李臣的女儿李冬梅说：“我爸中毒那年我才11个月。,3
9年前，郑培峰即将结束小学学业时，突然患病失明了，当时她才13岁。,3
我也没写完”，“我才写了一半”……，大家都嚷开了。,3
肇东镇公社民主大队一位老贫农说：“一块手表二百来元，我们农民不稀罕它，一个胶皮车气门芯，才几分钱，买不到车就不能转，就要影响生产。,3
妈妈看后大吃一惊：“怎么第一名才六十一分？,3
十二月四日，一艘载重五百五十吨的新驳船从船坞里驶进了黄浦江，这艘新船是公私合营了才三个月的新建船舶修造厂工人，用四十天时间造成的。,3
以前当村文书时一个月才340元，有时还不能按时足额拿到手。,3
正因如此，中国政府和人民才一直将军国主义分子和广大日本人民作出区分，从不将批评矛头指向日本人民。,3
有人曾以高薪聘他去当教练，而那时他的月工资才七百元，却被他一口回绝。,3
坐落在亚平宁半岛“靴跟”上的马尔蒂纳镇，面积只有342.9平方公里，人口才6万多，却是塔兰托省的重要城市。,3
但是半月才只一支歌，嫌少了些。,3
）因邢市市民对土靛还不习惯，开始注意了宣传工作，如提出：“使用洋靛是帝国主义对我们一种侵略”“土靛染上不退色，染价便宜（煮青每尺三百五，，土染双青才三百元）”等。,3
我们是今年初挂的牌，才5个多月时间，现在辽宁省的市场已经走遍了。,3
解放后才三年，从学校中输送出去的同学们已卓越地工作在祖国大小的河流上；但是太少，明年、后年，还要更多地输送。,3
妈走进屋里，直往外探头，听着女儿清脆的声音，流利的语言，虽然听不清说什么，但她知道女儿讲得好，要不，这群姑娘才不会一个个聚精会神，瞪大眼，刷刷写字哩。,3
南珠市场成衣摊投标才一个多月，不少人就转让了摊位。,3
池塘养鱼，一般亩产500公斤以上就算高产，大水面养殖，亩产才几公斤、几十公斤。,3
钢琴用料讲究，木材利用才30%，余下的可制新潮家具。,3
才11月初？,3
7月上旬，是毛豆采摘的季节，万载市场上的普通毛豆才四五毛钱一斤，而有机毛豆在田头的收购价是1元钱一斤，收购者改换一下包装，就立即出口到了美国。,3
其实，大虾并没有成双成对而居的习性，只是交尾的时候雌雄虾才在一起，平时都是杂居。,3
但是，金山人看到当时世界乙烯年产量已达5220万吨，而我国年产量才165万吨左右，每年国家需花费60—70亿美元进口大量乙烯合成材料，价值等于3套30万吨乙烯装置。,3
广州市生产的禾镰，每把成本要一元七角多钱，而市桥禾镰每把才七角多。,3
他们说：生产一个大圆锯片十二道工序价值一百二十元，做一把小旅行剪三十五道工序才几角钱，不合算。,3
这帐把大伙算服了，又编了好些找水歌谣，发动大伙互相帮工，这井才一家一户打成了。,3
杜莉萍坚持叫她不要买果子露，并且耐心地再三劝说，最后老太太才买了一包牛奶羹回去。,3
出口数量也随着增加，去年全年才出口三万余瓶，今年上半年出口量就达三万余瓶。,3
那时我才十四岁，还不大懂得革命的道理。,3
1971年他才十九岁时，他的父亲老杜瓦利埃死去，他继承了海地总统的职位。,3
当年夏衍才40出头，穿一身并不显眼的西服，常常外面罩着一件风雨衣，跑东奔西，忽来忽去，忙个不停。,3
一九六六年他爱人死后，留下五个孩子，最大的才十四岁，当时还有病。,3
他讲的也不无道理，人活60为一个花甲，而后从头算起，不是才15吗？,3
过了好几个月我才借到一本两个英国人写的小册子“苏联的新遗传学”，看完以后，使我将信将疑，相信的是那么许多新的结果摆在我的面前；怀疑的是该作者们把新遗传学批评成为一种没有经过精密研究不很可靠的理论。,3
下放以前，他在工作上还常常挑肥捡瘦、轻视平凡的劳动，一心想做高深的、复杂的研究工作；这才一年多的时间，孤芳自赏的知识分子竟然放下架子，有了劳动人民的感情。,3
农民邒盛才一家五口，有一年因患痢疾四天之内死去三人。,3
他豁达地说：“我今年才38岁，正是年轻力壮的时候，有些家庭，孩子上学，父母又年纪大，还有的家庭连房子都被水冲没了，他们应该多得到一些援助。,3
一见大字报说他是右派，才大吃一惊。,3
有几个真心来此寻访世外桃源跳出人间是非的青年学生，才一落座竹榻，门外“袁大头要么？,3
市纪委一直拖到1987年6月19日（距发案时间三年整）才作了一个“让李武起在公司党委扩大会议上作检讨，总结经验教训，下不为例”的“处理”。,3
那时我才3岁，总是跟在他的身后，穿行在移民小镇的香蕉树间。,3
黔江县水市乡，海拔1200米，是典型的高寒山区，也是有名的贫困乡，人均年收入才126元。,3
正是在肥沃的群众体育运动的土壤上，体育新苗才一代接一代地茁壮成长，顺德县的群众体育活动就是广东省蓬勃开展群众性体育活动的缩影。,3
目前南沙的西南渔场可捕量为28.8万吨，而且名贵鱼多，现在的实际捕捞量才几万吨，而其他渔场普遍存在过度捕捞现象。,3
制定这一标准时，国家领导人的工资每月才400元左右，所以当时绝大多数人都达不到个人所得税起征点。,3
《全唐诗》光盘软件开发人尹小林说，古籍电子化的一个制约因素是缺乏理想的中文操作平台，国标一二级字库才6763字，而《全唐诗》有1万多字，因此不得不补字、拼字或用代码显示。,3
当时，我虽然才十几岁，但是他已经成为我心中的偶像。,3
而中国近年来则呈下降趋势，1992年是19．9亿元人民币，1999年以后就一直在10亿元人民币以下徘徊，这等于平均每人好几年才去一次影院看一次电影。,3
除博士生导师外，我们也有40多岁的教授，有自己培养的3名博士后，有的才30多岁。,3
只见他用手一挥，潜望镜又刷地降下，从升到降，总共才几秒钟，只用了训练大纲规定的“优秀”标准时间的一半。,3
这样工会经费就未能按期交纳，去年十月下旬才交八、九月份的工会经费。,3
小分队的孩子最大的12岁，最小的才3岁。,3
现在，王明娟的目标已经直指雅典奥运会，人们有理由相信王明娟说的决不是戏言，毕竟，她才只有16岁。,3
不过，蔡树祥夫妇下塘捞鱼时才4点钟。,3
10天前，这对夫妇才4个月的女儿被乳肝、败血症折磨得奄奄一息，许多医院不敢收治。,3
贾谊年轻时有才名，20岁左右就被任为博士（博通古今史事，备顾问之官），后升任太中大夫（担任议论的官职）。,3
1980年，她才十七岁，正在乌鲁木齐市第十六中学读书，身高已达一米七七，并且表现出良好的身体素质。,3
金苹果”的滋味县科协秘书长成国正当年也属“引进”之才。1984年他一腔热忱刚来宁蒗，眼前的景象让他生疑：这么落后的地方，发展得起来吗？,3
石明三不等他说完就躲着走了；到了事务处，见桌子上放着个酒壶，一股一股的香气往鼻子里钻，他知道这是给英雄和模范准备的，自己耐着性子，才一回头想走，见锅台上放着半簸箕花生，顺便抓了两把就出去吃。,3
叛徒才一回头，费德烈手里的枪就响了。,3
在中国共产党的领导下，全国人民经历了不断的前仆后继的战斗，克服了无数的险阻艰难，从旧社会走过来才不过三十年，我们不能再走回头路了。,3
最后才在一棵柳树下发现他们的尸首。,3
加德满都—科达里公路正式开工才十八个月就全线粗通，不到四年就全部竣工。,3
但是这个泉几年才喷一次。,3
有一次，我陪毛主席参加他们的支部大会，坐在边上，胡耀邦那时很年轻，才22岁，说话很有条理，毛主席就问我这么小的是谁？,3
一次站里进来一批花布，在县里两个商店的柜台上摆了两个多月，才卖出几十米。,3
八年来闻氏就未穿过一件新衣服，火葬前由联大校方帮助才买了一件蓝色大衫。,3
一些大企业资金成本才3%、5%，我的资金成本超过10%，投资当然慎之又慎。,3
经过中国、越南、朝鲜、阿尔巴尼亚和日本代表的共同努力和反复斗争，苏联代表才在二十六日的大会上被迫举手通过了这个决议。,3
我们现在才四十多岁，我希望不要叫我们“老工程师”，我们还不老。,3
温州市之所以开展助廉活动，大概也是因为在实践中先“吃一堑”，才“长一智”的。,3
华盛顿的紧张气氛绝不是从什么美舰遭到袭击产生的，因而在八月四日下午六时以前华盛顿无紧张；华盛顿的紧张是从它决定根据谎言进行冒险产生的，因而才在八月四日下午六时以后华盛顿出现了所谓危机气氛。,3
林育生追求的庸俗的幸福生活是和她联系在一起的，只是当伪造的医院证明书被揭发出来后，林育生才像一面镜子似的照亮了夏倩如的面目，使她从爱人身上看到了自己可怕的未来。,3
王希臣才十七岁，他的灵敏与努力，使他五个月内，已经变成了一个熟练的吉普车的驾驶员；开美国十轮大卡车的曹俊峰，过去是个警卫员；汽车大队政治委员王家尧，在工作之余学习技术，现在已经是一个熟练的司机了。,3
还有那碗酸菜鱼，我们本不想要，女服务员反复动员我们要，并说一碗才50元。,3
真理报”写道，蒙古出现争取“社会主义劳动队”称号的运动到现在才一年多，但是，这个运动已经成为全民性的运动，数十万劳动者都投入了这个运动的行列。,3
